state_name,city_name,year,month,day_of_week,time_of_day,accident_severity,number_of_vehicles_involved,vehicle_type_involved,number_of_casualties,number_of_fatalities,weather_conditions,road_type,road_condition,lighting_conditions,traffic_control_presence,speed_limit_(km/h),driver_age,driver_gender,driver_license_status,alcohol_involvement,accident_location_details,latitude,longitude,cluster,cluster_size
Nagaland,Unknown,2020,November,Sunday,20:49,Serious,3,Cycle,0,4,Foggy,National Highway,Dry,Daylight,Police Checkpost,79,54,Female,Expired,Yes,Intersection,20.546835331017625,79.01711156895047,0,2907
Maharashtra,Nagpur,2019,July,Monday,20:4,Fatal,3,Pedestrian,2,2,Clear,National Highway,Wet,Dark,Signals,35,55,Male,Valid,Yes,Bridge,19.768954448460924,75.80561960038241,0,2907
Meghalaya,Unknown,2022,October,Thursday,4:47,Fatal,5,Bus,10,2,Clear,Urban Road,Damaged,Dawn,Police Checkpost,95,18,Female,,Yes,Curve,20.793683094581873,78.8770763286143,0,2907
Karnataka,Mangalore,2023,June,Sunday,23:33,Serious,3,Two-Wheeler,5,3,Rainy,National Highway,Wet,Dark,Signals,31,42,Female,Valid,No,Straight Road,15.307001352263438,75.94026723440817,0,2907
Haryana,Unknown,2023,August,Sunday,6:1,Minor,1,Cycle,9,0,Foggy,Urban Road,Dry,Dusk,Signs,70,50,Female,,No,Curve,20.845006640124996,79.25213112383523,0,2907
Tamil Nadu,Madurai,2018,January,Friday,22:19,Minor,1,Truck,9,1,Hazy,State Highway,Damaged,Daylight,Signals,55,67,Male,,No,Straight Road,11.132681281851553,78.50329364001013,0,2907
Sikkim,Unknown,2022,September,Thursday,22:7,Serious,2,Car,0,5,Foggy,State Highway,Wet,Dark,,107,45,Female,Valid,No,Bridge,20.524099155359377,78.96995448739644,0,2907
Bihar,Unknown,2021,June,Tuesday,6:44,Fatal,5,Car,10,4,Stormy,State Highway,Under Construction,Dark,,44,34,Male,Valid,No,Curve,25.362617396489824,85.1871335096257,0,2907
Odisha,Unknown,2019,September,Friday,8:19,Serious,2,Two-Wheeler,4,4,Stormy,Village Road,Damaged,Dark,Signals,68,43,Male,Expired,Yes,Curve,20.42557501886245,78.92823527414618,0,2907
Telangana,Unknown,2019,July,Friday,20:20,Serious,1,Car,1,5,Hazy,Urban Road,Wet,Dawn,Signs,53,18,Female,Valid,No,Intersection,20.532057362470923,78.79026438907454,0,2907
Andhra Pradesh,Visakhapatnam,2021,December,Thursday,7:47,Minor,4,Bus,5,4,Clear,State Highway,Under Construction,Dawn,Police Checkpost,119,29,Male,,No,Curve,15.986507782213454,79.62766423244885,0,2907
Chhattisgarh,Unknown,2019,May,Friday,0:21,Minor,4,Auto-Rickshaw,0,2,Foggy,Village Road,Dry,Dusk,Police Checkpost,56,61,Female,Valid,No,Intersection,20.799465838984922,79.1086351899589,0,2907
Madhya Pradesh,Unknown,2019,November,Thursday,10:31,Serious,1,Car,1,0,Stormy,State Highway,Dry,Daylight,Police Checkpost,117,21,Male,Valid,No,Curve,22.766815380404413,78.74302353959105,0,2907
Assam,Unknown,2021,August,Sunday,23:25,Fatal,2,Pedestrian,5,5,Rainy,State Highway,Under Construction,Daylight,,52,51,Female,Expired,No,Curve,20.399656942859796,78.88086150909301,0,2907
Nagaland,Unknown,2018,March,Monday,8:16,Minor,1,Pedestrian,0,1,Foggy,National Highway,Under Construction,Dark,,53,48,Female,,Yes,Curve,20.830630663362633,78.79936856786503,0,2907
Karnataka,Bangalore,2020,May,Monday,2:21,Fatal,1,Two-Wheeler,6,1,Rainy,Village Road,Wet,Daylight,Police Checkpost,54,29,Male,Expired,Yes,Straight Road,15.254342043335722,75.64784382935348,0,2907
Chandigarh,Unknown,2021,September,Thursday,23:48,Minor,3,Truck,0,3,Clear,Urban Road,Wet,Daylight,,119,51,Male,Expired,Yes,Bridge,20.568679887787855,79.03266445340701,0,2907
Arunachal Pradesh,Unknown,2018,June,Sunday,4:11,Fatal,4,Cycle,4,1,Hazy,National Highway,Under Construction,Daylight,Police Checkpost,101,35,Male,Valid,Yes,Curve,20.71654536776976,78.72321843752661,0,2907
Puducherry,Unknown,2018,July,Friday,12:56,Minor,3,Truck,0,0,Clear,National Highway,Under Construction,Dark,Police Checkpost,86,62,Female,Expired,No,Curve,20.66111282968624,78.99377224562193,0,2907
Gujarat,Ahmedabad,2021,June,Saturday,6:52,Fatal,5,Car,5,1,Stormy,National Highway,Under Construction,Dark,Signals,56,70,Female,,No,Bridge,22.52814546589933,71.22503665982407,0,2907
Tamil Nadu,Chennai,2022,April,Saturday,14:54,Serious,1,Truck,3,2,Hazy,Urban Road,Under Construction,Dawn,Signs,69,41,Male,Expired,Yes,Curve,11.213742514662645,78.91660064113739,0,2907
Assam,Unknown,2022,November,Saturday,7:50,Minor,5,Two-Wheeler,8,2,Foggy,National Highway,Damaged,Daylight,,54,43,Female,,Yes,Intersection,20.795129831092755,79.04935137860578,0,2907
Jharkhand,Unknown,2018,March,Saturday,2:29,Serious,3,Bus,9,0,Clear,State Highway,Damaged,Dark,Signals,38,59,Female,,No,Straight Road,20.699013769780883,78.79568825898241,0,2907
Meghalaya,Unknown,2020,February,Sunday,14:16,Serious,1,Cycle,6,5,Hazy,State Highway,Under Construction,Dark,,54,51,Male,,No,Bridge,20.75788609426295,78.74597106503288,0,2907
Bihar,Unknown,2019,March,Tuesday,20:20,Minor,5,Car,9,1,Stormy,National Highway,Dry,Daylight,Signals,67,58,Male,Expired,Yes,Straight Road,25.033965210314147,85.14610834243355,0,2907
Manipur,Unknown,2020,April,Monday,21:52,Fatal,1,Car,3,3,Clear,State Highway,Under Construction,Daylight,Police Checkpost,69,40,Male,,No,Intersection,20.801154507101046,79.25380958393006,0,2907
Uttarakhand,Unknown,2019,July,Wednesday,19:50,Serious,4,Bus,4,5,Hazy,State Highway,Dry,Daylight,Police Checkpost,69,44,Female,Expired,No,Curve,20.746784166128425,79.10181921154995,0,2907
Delhi,New Delhi,2018,January,Saturday,20:38,Serious,3,Pedestrian,9,0,Clear,National Highway,Damaged,Dusk,,90,48,Male,Valid,Yes,Intersection,20.74288865356224,78.8847417170895,0,2907
Bihar,Unknown,2019,March,Saturday,6:4,Fatal,1,Two-Wheeler,5,1,Stormy,Urban Road,Under Construction,Daylight,Signs,35,62,Female,Valid,No,Intersection,24.911926805454097,85.40662827923504,0,2907
Tripura,Unknown,2019,September,Friday,7:15,Minor,1,Car,10,1,Rainy,National Highway,Under Construction,Dawn,Signs,118,44,Female,Expired,No,Curve,20.726449149374176,78.89205244604858,0,2907
Haryana,Unknown,2023,September,Wednesday,2:36,Serious,2,Truck,9,0,Rainy,Urban Road,Dry,Dawn,,75,61,Male,,No,Bridge,20.835325592288225,79.01114832301228,0,2907
Telangana,Unknown,2019,October,Thursday,20:47,Minor,2,Pedestrian,1,2,Hazy,Urban Road,Under Construction,Dawn,,116,62,Male,Expired,Yes,Curve,20.507828231350107,79.02221884254621,0,2907
Rajasthan,Udaipur,2018,August,Saturday,14:14,Serious,3,Auto-Rickshaw,3,0,Stormy,Village Road,Dry,Dusk,Signals,120,51,Female,Valid,Yes,Bridge,27.02499795989251,74.26235116893581,1,93
Puducherry,Unknown,2019,December,Wednesday,15:21,Minor,1,Bus,3,1,Hazy,National Highway,Dry,Dark,Signals,73,53,Male,Valid,No,Curve,20.86623938856065,78.8260638357789,0,2907
Puducherry,Unknown,2023,July,Sunday,12:12,Fatal,5,Cycle,2,0,Hazy,State Highway,Wet,Dusk,Signs,40,35,Female,,No,Bridge,20.783481792157367,78.98970438714515,0,2907
Madhya Pradesh,Unknown,2019,August,Saturday,12:46,Minor,5,Two-Wheeler,1,3,Hazy,Village Road,Dry,Dusk,Signals,31,43,Male,Valid,No,Bridge,22.966458234130393,78.76592902264947,0,2907
Uttar Pradesh,Lucknow,2023,November,Friday,15:18,Minor,1,Car,4,4,Stormy,Village Road,Wet,Dark,Signals,45,40,Male,Valid,No,Bridge,26.88997320078688,81.13199190277415,0,2907
Assam,Unknown,2019,May,Sunday,20:55,Serious,3,Truck,7,0,Clear,National Highway,Under Construction,Dark,Signals,100,31,Female,Expired,No,Bridge,20.5950380223275,78.91090117287804,0,2907
Chandigarh,Unknown,2019,August,Thursday,17:40,Serious,3,Truck,2,0,Clear,Urban Road,Dry,Dusk,Police Checkpost,64,36,Male,Valid,Yes,Curve,20.863608689228926,78.75630295427389,0,2907
Himachal Pradesh,Unknown,2023,December,Friday,5:36,Minor,3,Auto-Rickshaw,3,1,Clear,Village Road,Under Construction,Dark,Signals,78,63,Male,Valid,Yes,Curve,20.760511166872103,78.8787978621663,0,2907
Sikkim,Unknown,2021,September,Saturday,4:57,Serious,5,Pedestrian,0,0,Clear,Village Road,Under Construction,Dark,Signs,91,67,Male,,No,Bridge,20.354200169769396,79.11763901260701,0,2907
Odisha,Unknown,2020,December,Monday,2:24,Fatal,5,Truck,9,0,Clear,Village Road,Dry,Daylight,Signs,66,61,Female,,Yes,Straight Road,20.667258382424674,79.00181549021741,0,2907
Tamil Nadu,Coimbatore,2023,January,Sunday,4:46,Fatal,2,Cycle,9,5,Foggy,State Highway,Under Construction,Dark,,34,51,Female,,No,Curve,10.837829402336457,78.89116698304738,0,2907
Karnataka,Mangalore,2020,August,Monday,19:24,Fatal,5,Cycle,1,1,Rainy,Urban Road,Damaged,Daylight,Signs,73,64,Female,,No,Intersection,15.069349780145469,75.51395134090839,0,2907
Delhi,New Delhi,2018,October,Sunday,17:59,Minor,5,Bus,6,4,Foggy,National Highway,Dry,Dusk,Signs,67,67,Male,Valid,No,Bridge,20.78177254358852,79.2116205091771,0,2907
Madhya Pradesh,Unknown,2023,September,Saturday,23:11,Minor,4,Bus,9,0,Rainy,Village Road,Under Construction,Dark,,108,47,Male,Expired,Yes,Curve,22.96076349116023,78.49845194854758,0,2907
Puducherry,Unknown,2020,October,Tuesday,20:35,Minor,5,Pedestrian,8,1,Foggy,National Highway,Damaged,Dark,Signs,65,67,Female,Expired,No,Bridge,20.71326823748943,78.97121785504322,0,2907
Kerala,Unknown,2020,July,Saturday,13:27,Fatal,4,Cycle,9,3,Rainy,National Highway,Dry,Daylight,,78,62,Male,,Yes,Curve,20.51227011792628,79.06420349487475,0,2907
Assam,Unknown,2020,December,Saturday,3:48,Fatal,2,Pedestrian,0,2,Stormy,National Highway,Damaged,Daylight,Signs,49,60,Female,Valid,No,Intersection,20.845299795879313,78.92707448691716,0,2907
Delhi,Rohini,2022,September,Thursday,9:15,Minor,2,Two-Wheeler,0,0,Rainy,State Highway,Damaged,Dusk,Signs,87,49,Male,,Yes,Straight Road,20.43871031258616,78.99061940121454,0,2907
Haryana,Unknown,2020,March,Monday,20:24,Fatal,2,Bus,3,4,Clear,Urban Road,Under Construction,Dusk,Signals,91,35,Female,Expired,Yes,Curve,20.59998025324994,78.73183796986031,0,2907
Punjab,Unknown,2023,July,Saturday,10:14,Minor,5,Pedestrian,5,4,Clear,Urban Road,Wet,Dark,Signals,111,58,Male,,No,Intersection,20.773768112038667,79.18276919141124,0,2907
Assam,Unknown,2020,January,Sunday,23:22,Serious,5,Cycle,4,4,Foggy,Urban Road,Damaged,Dark,Signs,99,58,Female,Valid,No,Curve,20.703395028056207,78.84005691790404,0,2907
Odisha,Unknown,2023,May,Wednesday,6:14,Fatal,5,Cycle,4,4,Foggy,National Highway,Damaged,Dusk,Police Checkpost,58,47,Male,Valid,No,Straight Road,20.38910180700115,79.23292325751177,0,2907
Chhattisgarh,Unknown,2023,April,Tuesday,17:10,Fatal,1,Auto-Rickshaw,2,5,Hazy,Urban Road,Dry,Daylight,Signs,117,50,Male,,No,Straight Road,20.31072921716871,79.21545866559224,0,2907
Sikkim,Unknown,2018,June,Saturday,5:53,Serious,2,Two-Wheeler,3,2,Rainy,State Highway,Wet,Dusk,Police Checkpost,40,48,Female,Valid,Yes,Curve,20.549115691732673,78.87035337820994,0,2907
Mizoram,Unknown,2019,June,Monday,5:35,Minor,4,Cycle,6,5,Foggy,Urban Road,Under Construction,Daylight,Signs,35,47,Female,Expired,Yes,Straight Road,20.706288571946466,78.86608521953201,0,2907
West Bengal,Siliguri,2018,August,Thursday,3:40,Serious,1,Auto-Rickshaw,8,0,Stormy,Village Road,Under Construction,Daylight,Signals,48,28,Male,Valid,No,Bridge,22.97022476204665,87.79053642872304,0,2907
Bihar,Unknown,2019,May,Sunday,5:19,Minor,3,Truck,7,4,Stormy,National Highway,Under Construction,Daylight,Signs,118,22,Female,Valid,Yes,Straight Road,25.347171169939873,85.32854141763613,0,2907
Tripura,Unknown,2018,February,Wednesday,0:6,Serious,5,Cycle,1,4,Clear,National Highway,Damaged,Dark,Signals,53,26,Male,,Yes,Intersection,20.69517813899966,78.72198389250575,0,2907
West Bengal,Durgapur,2021,July,Saturday,3:30,Minor,3,Auto-Rickshaw,0,2,Clear,State Highway,Under Construction,Dark,Signals,38,69,Male,Expired,No,Intersection,22.973823837083966,87.62290479973358,0,2907
Rajasthan,Udaipur,2023,December,Tuesday,22:0,Minor,5,Car,6,4,Clear,Village Road,Wet,Dusk,Police Checkpost,62,38,Female,Expired,Yes,Straight Road,27.00261518287155,74.13450244934073,1,93
Tripura,Unknown,2018,April,Wednesday,20:12,Serious,1,Bus,8,3,Foggy,National Highway,Damaged,Dawn,,90,43,Female,Expired,No,Curve,20.816735849169547,78.76786458323616,0,2907
Bihar,Unknown,2021,January,Sunday,20:17,Fatal,3,Bus,9,3,Foggy,National Highway,Wet,Daylight,Signs,40,40,Female,Expired,No,Intersection,25.30393769612824,85.46698466233556,0,2907
Rajasthan,Udaipur,2022,February,Tuesday,12:25,Serious,4,Car,6,3,Hazy,Urban Road,Under Construction,Dawn,,51,47,Male,,No,Intersection,26.937254957627047,74.21902026210914,1,93
Jharkhand,Unknown,2023,June,Tuesday,7:2,Fatal,5,Two-Wheeler,2,0,Stormy,State Highway,Wet,Dawn,,83,40,Female,Expired,No,Curve,20.446459451380463,78.69921271989485,0,2907
Delhi,New Delhi,2023,October,Tuesday,22:37,Serious,3,Pedestrian,6,3,Clear,National Highway,Damaged,Daylight,Signs,55,64,Male,Expired,Yes,Straight Road,20.725827934606674,78.72574121286884,0,2907
Punjab,Unknown,2018,June,Monday,0:54,Minor,4,Car,1,3,Hazy,Village Road,Wet,Dark,Signals,106,45,Female,Valid,Yes,Intersection,20.454750755169496,79.23822429157755,0,2907
Sikkim,Unknown,2020,April,Saturday,4:9,Minor,5,Pedestrian,5,2,Stormy,State Highway,Under Construction,Dark,Police Checkpost,120,40,Female,,No,Bridge,20.620131305137956,78.84571891446558,0,2907
Tamil Nadu,Chennai,2018,May,Tuesday,12:58,Minor,4,Pedestrian,9,2,Foggy,Urban Road,Under Construction,Dusk,,117,60,Female,Expired,Yes,Straight Road,11.108716995900282,78.54442280652741,0,2907
Uttarakhand,Unknown,2020,June,Monday,13:34,Fatal,1,Auto-Rickshaw,3,0,Hazy,Urban Road,Under Construction,Dawn,Police Checkpost,50,29,Female,Expired,Yes,Curve,20.520562525945778,78.7465077603493,0,2907
Himachal Pradesh,Unknown,2020,November,Monday,3:3,Minor,4,Bus,5,0,Rainy,National Highway,Damaged,Daylight,Police Checkpost,32,60,Female,Valid,Yes,Intersection,20.50565464837973,78.67264713885343,0,2907
Gujarat,Ahmedabad,2022,June,Wednesday,15:17,Fatal,1,Cycle,9,1,Hazy,State Highway,Damaged,Dusk,Police Checkpost,32,23,Male,Valid,Yes,Intersection,22.096785559071314,70.98653529414874,0,2907
Uttar Pradesh,Varanasi,2018,October,Tuesday,19:42,Serious,2,Car,7,0,Stormy,State Highway,Dry,Dusk,Signs,106,22,Male,Expired,No,Curve,26.901605164286828,81.18515753282693,0,2907
Madhya Pradesh,Unknown,2020,August,Sunday,14:42,Serious,5,Two-Wheeler,6,1,Hazy,Urban Road,Under Construction,Dawn,,34,38,Female,Valid,No,Straight Road,23.013254968349326,78.90881585346825,0,2907
Karnataka,Mangalore,2019,January,Tuesday,12:21,Fatal,3,Cycle,6,2,Hazy,State Highway,Damaged,Dark,Police Checkpost,41,22,Female,Expired,No,Curve,15.095475395535694,75.70070998145353,0,2907
Manipur,Unknown,2019,August,Friday,2:1,Minor,5,Truck,1,4,Hazy,Urban Road,Wet,Daylight,Signs,120,67,Female,Expired,No,Straight Road,20.37731813897259,79.22009902770112,0,2907
Madhya Pradesh,Unknown,2019,February,Thursday,8:19,Serious,2,Cycle,8,2,Clear,Village Road,Under Construction,Dusk,Signs,84,66,Male,Valid,No,Curve,23.12917933274337,78.59008448117415,0,2907
Uttarakhand,Unknown,2021,November,Sunday,13:44,Minor,4,Car,9,4,Stormy,State Highway,Under Construction,Daylight,,49,53,Female,,Yes,Curve,20.85092671175053,78.81732508080822,0,2907
Jammu and Kashmir,Unknown,2021,October,Friday,11:52,Minor,1,Two-Wheeler,2,3,Stormy,Village Road,Under Construction,Dusk,Signals,79,54,Male,Expired,No,Straight Road,20.79111483278726,79.21264826981765,0,2907
Goa,Unknown,2022,February,Friday,21:5,Fatal,4,Two-Wheeler,9,4,Hazy,Village Road,Wet,Daylight,Signals,95,27,Female,,No,Intersection,20.367183237600702,78.85358993084219,0,2907
Uttarakhand,Unknown,2021,May,Tuesday,0:41,Fatal,5,Cycle,1,2,Rainy,Urban Road,Damaged,Daylight,Police Checkpost,105,58,Female,,Yes,Straight Road,20.54099638679483,78.88578397257837,0,2907
Chhattisgarh,Unknown,2021,November,Friday,4:24,Minor,1,Auto-Rickshaw,0,2,Stormy,State Highway,Damaged,Daylight,Police Checkpost,111,36,Male,Expired,Yes,Intersection,20.69610855141217,79.16041763725526,0,2907
Maharashtra,Pune,2021,May,Thursday,13:53,Minor,2,Two-Wheeler,9,3,Stormy,Urban Road,Wet,Daylight,Signals,75,44,Male,,No,Intersection,19.575446689138936,75.78138935182069,0,2907
Maharashtra,Mumbai,2021,May,Monday,1:4,Serious,3,Two-Wheeler,8,0,Hazy,Urban Road,Damaged,Dark,,50,40,Male,Valid,Yes,Straight Road,19.48988533623195,75.52024820923799,0,2907
Manipur,Unknown,2022,October,Saturday,0:6,Fatal,4,Bus,0,3,Clear,Urban Road,Dry,Dawn,Signs,98,27,Male,Expired,No,Straight Road,20.615376721487326,78.81704924195265,0,2907
Himachal Pradesh,Unknown,2023,March,Tuesday,5:14,Minor,3,Two-Wheeler,3,3,Stormy,Village Road,Damaged,Dark,Signs,93,22,Male,Valid,No,Intersection,20.54670187904903,78.88243977034641,0,2907
Delhi,New Delhi,2021,September,Thursday,20:15,Serious,1,Truck,10,0,Stormy,National Highway,Damaged,Dusk,Signs,102,63,Female,Expired,Yes,Straight Road,20.60443010425304,79.22893949102954,0,2907
Nagaland,Unknown,2021,January,Wednesday,14:19,Minor,1,Two-Wheeler,2,1,Foggy,State Highway,Dry,Daylight,Signals,38,69,Female,Valid,No,Intersection,20.7570585072911,78.85012696916151,0,2907
Karnataka,Mysore,2023,March,Friday,21:18,Serious,3,Two-Wheeler,7,3,Clear,Urban Road,Wet,Dark,Signs,118,47,Female,Expired,Yes,Curve,15.568452035449024,75.7654337881225,0,2907
Manipur,Unknown,2022,May,Wednesday,17:8,Serious,5,Pedestrian,9,1,Hazy,Village Road,Damaged,Daylight,Signals,120,28,Female,Valid,Yes,Intersection,20.84038538338173,78.68107760975347,0,2907
Meghalaya,Unknown,2021,November,Saturday,22:53,Fatal,4,Auto-Rickshaw,2,4,Hazy,National Highway,Damaged,Daylight,,99,50,Female,,Yes,Straight Road,20.45329453418181,78.84328794830459,0,2907
Telangana,Unknown,2019,June,Wednesday,9:33,Minor,2,Truck,8,0,Hazy,Urban Road,Damaged,Dawn,Signs,30,20,Male,Valid,Yes,Straight Road,20.351876419219327,78.71028582025903,0,2907
Arunachal Pradesh,Unknown,2021,November,Monday,13:4,Minor,5,Cycle,1,2,Rainy,Urban Road,Under Construction,Dawn,,43,67,Male,Expired,Yes,Curve,20.803702038609735,78.76394607488103,0,2907
Goa,Unknown,2019,August,Thursday,16:7,Minor,2,Car,3,5,Clear,Village Road,Damaged,Dark,Police Checkpost,62,50,Male,Expired,No,Intersection,20.37315941026846,78.96205432358852,0,2907
Punjab,Unknown,2021,November,Saturday,19:19,Serious,2,Truck,1,0,Hazy,Urban Road,Under Construction,Dawn,Signs,67,33,Female,Expired,Yes,Straight Road,20.80703940208286,79.02335681836337,0,2907
Bihar,Unknown,2023,April,Thursday,16:26,Minor,2,Car,7,4,Stormy,State Highway,Dry,Dawn,,54,26,Female,Expired,No,Bridge,25.098501577779267,85.01680269151719,0,2907
Goa,Unknown,2021,May,Friday,11:16,Minor,1,Pedestrian,10,3,Rainy,National Highway,Wet,Daylight,Signals,97,45,Male,Valid,No,Bridge,20.862583575125566,79.07413369227892,0,2907
Haryana,Unknown,2023,December,Wednesday,13:48,Minor,1,Cycle,7,4,Rainy,Village Road,Damaged,Daylight,Signs,68,19,Male,Expired,No,Straight Road,20.53931767063542,78.73698793974107,0,2907
Gujarat,Ahmedabad,2020,April,Sunday,17:25,Minor,2,Auto-Rickshaw,10,2,Foggy,State Highway,Damaged,Dusk,Signals,110,38,Female,Expired,Yes,Bridge,22.54020295418222,71.30137788446214,0,2907
Nagaland,Unknown,2021,April,Wednesday,22:45,Fatal,5,Auto-Rickshaw,5,0,Rainy,State Highway,Wet,Dark,Police Checkpost,35,62,Male,Valid,No,Bridge,20.344624255852118,78.83747192492297,0,2907
Manipur,Unknown,2021,January,Wednesday,0:54,Serious,2,Truck,3,3,Foggy,State Highway,Under Construction,Dark,,42,38,Male,,Yes,Intersection,20.85283384018754,79.06086907983502,0,2907
Kerala,Unknown,2021,December,Friday,17:1,Serious,2,Two-Wheeler,10,4,Hazy,National Highway,Dry,Daylight,,100,30,Male,,No,Curve,20.36917202557739,79.05433964691154,0,2907
Goa,Unknown,2019,June,Wednesday,14:59,Serious,2,Cycle,0,4,Foggy,Urban Road,Dry,Dark,Police Checkpost,109,48,Male,Expired,No,Straight Road,20.614470458416797,78.95547579764707,0,2907
Sikkim,Unknown,2021,August,Thursday,13:11,Serious,1,Auto-Rickshaw,0,4,Clear,State Highway,Wet,Dusk,Police Checkpost,59,60,Male,Expired,Yes,Straight Road,20.67855164201295,78.78664264627196,0,2907
Puducherry,Unknown,2023,December,Wednesday,21:33,Serious,3,Auto-Rickshaw,4,2,Clear,Village Road,Under Construction,Dark,Signs,86,67,Female,Expired,No,Straight Road,20.762860878388402,78.93207202162834,0,2907
Arunachal Pradesh,Unknown,2019,December,Thursday,11:33,Fatal,3,Pedestrian,7,0,Rainy,Village Road,Under Construction,Daylight,Signals,75,66,Female,,Yes,Curve,20.62003507568087,78.76039556166916,0,2907
Uttar Pradesh,Lucknow,2021,April,Tuesday,21:9,Serious,2,Bus,2,2,Clear,Urban Road,Damaged,Dawn,Police Checkpost,49,50,Female,,No,Straight Road,26.98855436710081,81.13977564179869,0,2907
Goa,Unknown,2019,June,Monday,4:45,Fatal,5,Pedestrian,5,1,Foggy,State Highway,Under Construction,Dark,Signals,106,49,Female,,No,Straight Road,20.428584406687115,79.09949920885879,0,2907
Jharkhand,Unknown,2023,April,Monday,9:22,Serious,2,Two-Wheeler,6,5,Rainy,State Highway,Damaged,Dark,Signals,118,25,Male,Valid,No,Bridge,20.86162836096174,78.98952344932268,0,2907
West Bengal,Kolkata,2020,August,Thursday,13:42,Fatal,4,Auto-Rickshaw,8,4,Hazy,National Highway,Wet,Dawn,,112,38,Female,,Yes,Bridge,22.70791368696728,88.05342718363796,0,2907
Odisha,Unknown,2018,November,Thursday,16:36,Serious,4,Auto-Rickshaw,9,3,Foggy,National Highway,Under Construction,Dark,Police Checkpost,88,19,Male,,No,Curve,20.401732452223396,79.04434814217083,0,2907
Punjab,Unknown,2020,January,Monday,8:9,Serious,5,Truck,2,4,Stormy,State Highway,Wet,Dusk,,85,52,Male,Expired,Yes,Bridge,20.310445572539237,78.82974077876835,0,2907
Jharkhand,Unknown,2020,August,Monday,8:31,Serious,1,Pedestrian,6,2,Hazy,State Highway,Wet,Daylight,Signals,46,37,Male,Valid,Yes,Bridge,20.66949898515202,78.6737174221138,0,2907
Bihar,Unknown,2023,April,Tuesday,8:55,Minor,5,Truck,0,4,Stormy,Urban Road,Wet,Dark,Signs,45,32,Male,Valid,Yes,Straight Road,25.30953914037108,85.32217155807689,0,2907
Nagaland,Unknown,2019,March,Thursday,7:29,Serious,5,Auto-Rickshaw,1,5,Foggy,National Highway,Damaged,Dark,Signals,62,39,Male,,No,Straight Road,20.35483535480851,79.17883695599832,0,2907
